"publ_id","publ_titulo","publ_ano","publ_doi","publ_numero","publ_volumen","publ_paginainicio","publ_paginafinal","publ_issn"
4823,"Resistencia a los antihelmínticos: origén, desarrollo y control.","2003",NULL,"1",NULL,"55","71",NULL
10184,"Resistencia de cultivares de berenjena (Solanum melongena L.) a Tetranychus ludeni (Acari:Tetranychidae)","2021","10.15517/am.v32i2.42079",NULL,"32","452","465","['2215-3608', '1021-7444']"
10105,"Resistencia de plantas a patógenos: una revisión sobre los conceptos de resistencia vertical y horizontal","2020","10.1016/j.ram.2020.04.006","3","52","245","255","['0325-7541']"
4778,"Resistencia durable de las plantas a las enfermedades.","1999",NULL,"1","3","36","40",NULL
9798,"RESPONSE OF Bradyrhizobium japonicum TO ALGINATE IN PRESENCE OF PELLETED FUNGICIDES ON SOYBEAN SEEDS","2015",NULL,"2","18","359","364",NULL
10338,"Response of pepper (capsicum annuum l.) cultivate nathalie to recommendations of fertilization","2017",NULL,"1 y 2","47","61","65","2665-6558"
9799,"Response of Tecia solanivora (Lepidoptera: Gelechiidae) to volatile compounds of potato, Solanum tuberosum","2011",NULL,"1","37","1","7","1200488"
9386,"Response of the predatory mite Phytoseiulus macropilis (Banks) to volatiles produced by strawberry plants in response to attack by Tetranychid mites (Acari: Phytoseiidae: Tetranychidae)","2010","10.1590/s1519-566x2010000200016","2","39","248","252","['1519-566X']"
10454,"Response of with yam to different planting densities and trellis height: planting density in Dioscorea rotundata","2021","10.18271/ria.2021.271","4","23",NULL,NULL,"2313-2957"
9800,"Response of yellow passion fruit (Passiflora edulis Sims) under flooding conditions","2019",NULL,"3","31","185","192","13163361"
9387,"Responses of different geographic populations of two potato tuber moth species to genetic variants of<i>Phthorimaea operculella granulovirus</i>","2013","10.1111/eea.12115",NULL,"149",NULL,NULL,"['0013-8703']"
9388,"Responses of free-living and plant-parasitic nematodes to sugarcane crop in two soils","2013","10.5039/agraria.v8i4a3027","4","8","570","575","['1981-0997']"
9881,"Respuesta agronómica de cuatro variedades de caña de azúcar en los Llanos Orientales de Colombia","2020","10.15446/acag.v69n2.70649","2","69","124","129","['2323-0118', '0120-2812']"
4706,"Respuesta a la fertilización química y orgánica del tomate Chonto en el Oriente Antioqueño","1989",NULL,"2","24","170","180","0018 - 8794"
9882,"Respuesta alométrica de dos cultivares de caña para panela a la fertilización foliar en vivero","2021","10.15517/am.v32i2.43297",NULL,"32","422","441","['2215-3608', '1021-7444']"
4848,"Respuesta de cultivares de mango (Magnifera indica L.) a la antracnosis en la Costa Atlántica colombiana.","1997",NULL,NULL,NULL,"45","53",NULL
10125,"RESPUESTA DE FITONEMATODOS DE PLÁTANO Musa AAB SIMMONDS A ESTRATEGIAS DE MANEJO INTEGRADO DEL SUELO Y NUTRICIÓN","2015","10.17151/luaz.2015.40.6","40",NULL,"69","69","['1909-2474']"
4714,"Respuesta de la caña al nitrógeno, fósforo y potasio. :1 Arreglo caña intercalada maíz-fríjol.","1983",NULL,"3","18","167","176",NULL
4657,"Respuesta de la caña al nitrógeno, fósforo y potasio :II. Arreglo de caña sola","1983",NULL,NULL,NULL,"533","541",NULL
6525,"Respuesta del pasto Bothriochloa saccharoides ([Sw.] Rydb.) a diferentes intensidades de sombra simulada en el valle cálido del Magdalena en el Tolima (Colombia).","2010","10.21930/rcta.vol12_num1_art:214",NULL,NULL,NULL,NULL,"2500-5308 (e-issn)||0122-8706"
4666,"Respuesta del tomate (Lycopersicom esculentum) a la inoculación con cepas nativas de azotobacter Spp en el C.I. Motilonia.","1999",NULL,"2","2","27","35",NULL
4700,"Respuesta de tres genotipos de maíz (Zea mays L.) a la fertilización nitrogenada.","1991",NULL,"1-feb",NULL,"19","26",NULL
4771,"Respuesta fisiológica del tomate de mesa (Lycopersicon sculentum) a la aplicación de los extractos vegetales acuosos Barbasco (Polygonum hydropiperoides) Marigol (Tagetes patula) y Neem (Azadirachta indica A. Juss).","2003",NULL,"2","41","41","52",NULL
10161,"Respuesta superovulatoria en vacas donantes Brahman usando ablación folicular previo a protocolos de superovulación","2019","10.21897/rmvz.1309","2","24","7203","7208","['1909-0544', '0122-0268']"
4655,"Resultados preliminares sobre la fertilización del pasto elefante en un oxisol del pie de monte llanero.","1979",NULL,"(2)||p.63",NULL,NULL,"72",NULL
6402,"Resúmenes de tesis. Área Temática: Fisiología y Nutrición Animal","2001","10.21930/rcta.vol3_num2_art:199",NULL,NULL,NULL,NULL,"2500-5308 (e-issn)||0122-8706"
6420,"Resúmenes de tesis ÁREA TEMÁTICA: Recursos biofísicos","2003","10.21930/rcta.vol4_num1_art:15",NULL,NULL,NULL,NULL,"2500-5308 (e-issn)||0122-8706"
9871,"Review of the concept of quality in Hass avocado and the pre-harvest and harvest factors that determine it under tropical conditions","2019","10.17584/rcch.2019vl3i3.10503","3","13","359","370",NULL
9872,"Review of the measurement of dynamic capacities: a proposal of indicators for the sheep in","2019","10.21930/rcta.vol20num2art:1463","2","20","355","386",NULL
6523,"Revisión de la medición de capacidades dinámicas: una propuesta de indicadores para el sector ovino","2019","10.21930/rcta.vol20_num2_art:1463",NULL,NULL,NULL,NULL,"2500-5308 (e-issn)||0122-8706"
10406,"Revisiting Biodiversity of Crop Genepools","2021","10.51626/ijares.2021.02.00009","1","2","25","26","2769-7746"
10221,"Revisiting pest sampling plans in light of economic uncertainty and risk aversion","2020","10.31220/osf.io/swxpe",NULL,NULL,NULL,NULL,NULL
9801,"Rhizosphere microorganisms potential antagonists Fusarium sp. causing root rot of passion fruit (Passiflora edulis Sims)","2012",NULL,"3","61","265","272","1202812"
9392,"Rhynchophorus palmarum in Disguise: Undescribed Polymorphism in the “Black” Palm Weevil","2015","10.1371/journal.pone.0143210","12","10","e0143210",NULL,"['1932-6203']"
10222,"Ridges and Nutrition Interaction on Eggplant Phenology  and Yield in the Sinú Valley, Colombia","2020",NULL,"3","24","57","71","1887890"
10134,"Riego deficitario controlado su efecto sobre la nutrición, productividad y calidad de fruta en maracuyá","2020","10.15517/am.v31i2.39647",NULL,"31","405","418","['2215-3608', '1659-1321']"
10412,"Risk Reduction and Productivity Increase Through Integrating Arachis pintoi in Cattle Production Systems in the Colombian Orinoquía","2021","10.3389/fsufs.2021.666604",NULL,"5","349",NULL,"2571-581X"
10223,"Robust and efficient software for reference-free genomic diversity analysis of GBS data on diploid and polyploid species","2020","10.1101/2020.11.28.402131",NULL,NULL,"439",NULL,NULL
9393,"Role Bending: Complex Relationships Between Viruses, Hosts, and Vectors Related to Citrus Leprosis, an Emerging Disease","2015","10.1094/phyto-12-14-0375-fi","7","105","1013","1025","['0031-949X', '1943-7684']"
6401,"Rol esperado de los psicólogos en la extensión rural en el noreste argentino","2017","10.21930/rcta.vol18_num2_art:630",NULL,NULL,NULL,NULL,"2500-5308 (e-issn)||0122-8706"
9394,"Root-associated entomopathogenic fungi manipulate host plants to attract herbivorous insects","2020","10.1038/s41598-020-80123-5","1","10",NULL,NULL,"['2045-2322']"
10242,"Rootstock influence on pest arthropod incidence on Tahiti lime [Citrus latifolia (Yu Tanaka) Tanaka]","2020",NULL,"1","35","1","11","2224-4697"
9395,"Rootstock-Mediated Genetic Variance in Cadmium Uptake by Juvenile Cacao (Theobroma cacao L.) Genotypes, and Its Effect on Growth and Physiology","2021","10.3389/fpls.2021.777842",NULL,"12",NULL,NULL,"['1664-462X']"
4863,"Rotavirus típicos y atípicos en pollitos con sintomatología diarréica :estudios preliminares.","1987",NULL,"1","22","37","42",NULL
9396,"Rumen bacterial diversity in relation to nitrogen retention in beef cattle","2021","10.1016/j.anaerobe.2020.102316",NULL,"67","102316",NULL,"['1075-9964']"
9397,"Rumen microbial community composition varies with diet and host, but a core microbiome is found across a wide geographical range","2015","10.1038/srep14567","1","5",NULL,NULL,"['2045-2322']"
9398,"Salmonella on Raw Poultry in Retail Markets in Guatemala: Levels, Antibiotic Susceptibility, and Serovar Distribution","2015","10.4315/0362-028x.jfp-15-117","9","78","1642","1650","['0362-028X', '1944-9097']"
9399,"Salt stress and hydroxyectoine enhance phosphate solubilisation and plant colonisation capacity of Kosakonia radicincitans","2019","10.1016/j.jare.2019.03.012",NULL,"19","91","97","['2090-1232']"
10443,"Sampling methods of symphylids in pineapple (Ananas comosus L.) crops in Santander, Colombia","2021","10.15446/agron.colomb.v39n2.93587","2","39","208","215","2357-3732"
9401,"Sampling plans promoting farmers’ memory provide decision support in Tuta absoluta management","2021","10.1007/s13593-021-00693-0","3","41",NULL,NULL,"['1774-0746', '1773-0155']"
9402,"Saponin rich tropical fruits affect fermentation and methanogenesis in faunated and defaunated rumen fluid","2003","10.1016/s0377-8401(03)00212-8","1-abr","109","79","94","['0377-8401']"
10457,"SARS-CoV-2 in eight municipalities of the Colombian tropics: high immunity, clinical and sociodemographic outcomes","2021","10.1093/trstmh/trab094","2","116","139","147","0035-9203"
10348,"Scale insects (Hemiptera: Coccoidea) associated with avocado crop, Persea americana Mill. (Lauraceae) in Valle del Cauca and neighboring departments of Colombia","2016",NULL,NULL,"465","1","24","1942-1354"
9403,"Scale Insects (Hemiptera: Coccoidea) on Myrciaria dubia (Myrtaceae) in Brazil","2016","10.1007/s13744-016-0365-2","3","45","274","279","['1519-566X', '1678-8052']"
9404,"Scale insects (Hemiptera: Coccomorpha) on sugarcane in Colombia, with description of a new species of Tillancoccus Ben-Dov (Coccidae)","2017","10.11646/zootaxa.4258.5.6","5","4258","490","490","['1175-5334', '1175-5326']"
9405,"Scale-Up of Duddingtonia flagrans Chlamydospores Production from Laboratory to Pilot-Scale Using a Solid-State Fermentation System","2020","10.1007/s12010-020-03370-2","3","192","1044","1059","['0273-2289', '1559-0291']"
9406,"Scientometric analysis of Colombian research on bio-inoculants for agricultural production","2016","10.11144/javeriana.sc21-1.saoc","1","21","63","63","['2027-1352', '0122-7483']"
9407,"Screening for effective microbial consortia against Fusarium wilt of cape gooseberry (Physalis peruviana)","2021","10.1007/s10526-021-10095-6","5","66","713","725","['1386-6141', '1573-8248']"
9803,"Screening of microbial culture filtrates, plant extracts and fungicides for control of mango anthracnose","2012",NULL,"2","30","222","229","1209965"
9408,"Screening, plant growth promotion and root colonization pattern of two rhizobacteria (Pseudomonas fluorescens Ps006 and Bacillus amyloliquefaciens Bs006) on banana cv. Williams (Musa acuminata Colla)","2019","10.1016/j.micres.2018.11.006",NULL,"220","12","20","['0944-5013']"
9409,"Seasonal prevalence of the insect pathogenic fungus Colletotrichum nymphaeae in Brazilian citrus groves under different chemical pesticide regimes","2016","10.1016/j.funeco.2016.04.005",NULL,"22","43","51","['1754-5048']"
6349,"Sectorización ecoterritorial para la producción agrícola sostenible del cultivo de papa (Solanum tuberosum L.) en Carabobo, Venezuela","2019","10.21930/rcta.vol20_num2_art:1462",NULL,NULL,NULL,NULL,"2500-5308 (e-issn)||0122-8706"
9400,"Seed coating as a delivery system for the endophyte Trichoderma koningiopsis Th003 in rice (Oryza sativa)","2021","10.1007/s00253-021-11146-9","5","105","1889","1904","['0175-7598', '1432-0614']"
6995,"Seed fate and seedling recruitment in monkey latrines in rustic cocoa plantations and rain forest in southern Mexico-","2018","10.1017/s026646741800041x",NULL,"35","18","25","0266-4674"
9410,"Seedling Emergence of the Tree Legume <i>Clathrotropis brunnea</i> Amshoff, Endemic from a Colombian Tropical Rainforest","2021","10.1093/forsci/fxab013","4","67","457","467","['0015-749X', '1938-3738']"
9411,"SEEDLING EMERGENCY AND BIOMETRY OF FRUITS AND SEEDS OF Cariniana pyriformis FROM THE MIDDLE MAGDALENA VALLEY, COLOMBIA","2019","10.1590/01047760201925022596","2","25","221","229","['2317-6342', '0104-7760']"
10459,"Seed reproduction of sweet potato (Ipomoea batatas) variety Agrosavia Aurora in Colombia","2021","10.15517/rac.v45i1.45766","1","45","165","175","2215-2202"
10411,"Seed system in Colombia: Considerations about quality and agrobiodiversity","2021",NULL,"22","11","10",NULL,"2250-4001"
10181,"Selección de herbicidas para el control de arvenses en yuca (Manihot esculenta Crantz) en Bolívar, Colombia","2018","10.17584/rcch.2018vl2i3.7895","3","12","621","631",NULL
10337,"Selección de tecnologías para la adaptación al cambio climático en el sector cacaotero huilense","2017",NULL,"1",NULL,"86","97","2590-5007"
6483,"Selección de variables cuantitativas y clasificación de 22 accesiones de fríjol arbustivo (Phoseolus vulgorisL)","2001","10.21930/rcta.vol3_num2_art:185",NULL,NULL,NULL,NULL,"2500-5308 (e-issn)||0122-8706"
4840,"Selección de variables cuantitativas y clasificación de 22 acessiones de fríjol arbustivo (Phaseolus vulgaris L.).","2001",NULL,"2","3","31","38",NULL
4852,"Selección de variables en cebada mediante el análisis de componentes principales.","1990",NULL,NULL,"25","355","365","0018-8794"
4860,"Selección varietal participativa para el mejoramiento de la yuca con agricultores en la región Caribe colombiana :desarrollo de una metodología.","2007",NULL,NULL,NULL,"32","41",NULL
9804,"Selection and characterization of entomopathogenic fungi against Cerotoma tingomariana","2020",NULL,"4","47","32","41",NULL
9412,"Selection indexes using principal component analysis for reproductive, beef and milk traits in Simmental cattle","2021","10.1007/s11250-021-02815-y","3","53",NULL,NULL,"['0049-4747', '1573-7438']"
9805,"Selection of promising clones from the cassava-breeding program of the INIA-CENIAP, Venezuela","2019",NULL,"2","31","143","150","13163361"
9414,"Selection of sowing date and biofertilization as alternatives to improve the yield and profitability of the F68 rice variety","2020","10.15446/agron.colomb.v38n1.79803","1","38","61","72","['2357-3732', '0120-9965']"
9806,"Selection of strains of Beauveria bassiana and Metarhizium anisopliae (Ascomycota: Hypocreales) for endophytic colonization in coconut seedlings","2020",NULL,"1","36","3","13","7193882"
10421,"Selectivity Index in Silvopastoral Diet of Goats (Capra hircus L.) in the mixteca oaxaqueña","2021","10.53897/revaia.21.25.39","3","25","158","159","0188-7890"
9415,"Self‐fertility and resistance to the Colorado potato beetle (
            <i>Leptinotarsa decemlineata</i>
            ) in a diploid
            <i>Solanum chacoense</i>
            recombinant inbred line population","2021","10.1002/csc2.20534","5","61","3392","3414","['0011-183X', '1435-0653']"
9807,"Seminal plasma proteins increase the post-thaw sperm viability of Sanmartinero bull's semen","2013",NULL,"1","18","3327","3335","1220268"
10143,"Sensibilidad de Phytophthora infestans a extractos acuosos de Lippia origanoides y Origanum vulgare","2021","10.15517/am.v32i1.40573",NULL,"32","149","162","['2215-3608', '1659-1321']"
9808,"Sensorial valuation in beef quality from livestock sustainable systems in flooded savanna of Arauca, Colombia","2019",NULL,"10","31",NULL,NULL,"1213784"
10351,"Sensory characterization of yam nuggets (Dioscorea alata L.) obtained by osmotic dehydration","2016",NULL,NULL,"34(1Supl.)","1384","1386","0120-9965"
9416,"Sensory dimensions of peach-palm fruit (Bactris gasipaes) and implications for future genetics","2021","10.15517/am.v32i1.41348",NULL,"32","77","92","['2215-3608', '1659-1321']"
10391,"Sensory quality and nutritional composition of the Longissimus dorsi muscle of creole, Zebu cattle and their crossbreed in Colombia","2021","10.53588/alpa.293409","3-abr","29","163","179","2075-8359"
9809,"Serological evaluation of bovine herpesvirus 1 and 5 in cattle-breeding systems on Colombia's high plains","2016",NULL,"2","21","5381","5389","1220268"
9417,"Seropositivity and risk factors associated with the presentation of bovine leukosis virus in Sotaquirá, Colombia","2021","10.14202/vetworld.2021.2212-2218",NULL,"14","2212","2218","['2231-0916', '0972-8988']"
9418,"Seroprevalence and risk factor associated with respiratory viral pathogens in dual-purpose cattle of Aguachica, Rio de Oro, and La Gloria municipalities in Cesar department, Colombia","2019","10.14202/vetworld.2019.951-958","7","12","951","958","['2231-0916', '0972-8988']"
10354,"Seroprevalence and risk factors associated with bovine leukemia virus in Colombia","2016","10.5897/jvmah2016.0457","5","8","35","43","2141-2529"
9419,"Seroprevalence of bovine viral diarrhea virus (BVDV) in cattle from Sotaquirá, Colombia","2021","10.1016/j.vas.2021.100202",NULL,"14","100202",NULL,"['2451-943X']"
10150,"Seroprevalencia a Mycobacterium avium subsp. paratuberculosis en bovinos criollos colombianos Romosinuano y Costeño Con Cuernos","2020","10.21897/rmvz.1611","2","25","e1611",NULL,"['1909-0544', '0122-0268']"
10148,"Seroprevalencia de agentes virales del Complejo Respiratorio Bovino en razas criollas del Centro de Investigación Turipaná de AGROSAVIA","2020","10.22319/rmcp.v11i3.5154","3","11","771","782","['2448-6698', '2007-1124']"
10147,"Seroprevalencia de Leptospira spp . en Grupos de Población de Villavicencio,Colombia","2008","10.1590/s0124-00642008000200007","2","10","269","278","['0124-0064']"
10115,"Seroprevalencia de Mycoplasma agalactiae y Toxoplasma gondii en caprinos y ovinos de los municipios del sur de La Guajira y norte del Cesar, Colombia","2021","10.15381/rivep.v32i4.19293","4","32","e19293",NULL,"['1682-3419', '1609-9117']"
9420,"Serum concentration of sex-steroids, endometrial expression of their receptors, and endometrial morphology during the estrous cycle in Bos taurus Criollo and crossbred cows","2018","10.1080/09712119.2018.1518232","1","46","1403","1411","['0971-2119', '0974-1844']"
9421,"Setting a baseline for global urban virome surveillance in sewage","2020","10.1038/s41598-020-69869-0","1","10",NULL,NULL,"['2045-2322']"
9812,"Setting of a mathematical model for the sugarcane bagasse combustion in a Ward-Cimpa chamber&au","2014",NULL,"2","15","133","151",NULL
9422,"Seven Cerebral Aneurysms: A Challenging Case from the Andean Slopes Managed with 1-Stage Surgery","2017","10.1016/j.wneu.2016.10.078",NULL,"97","565","570","['1878-8750']"
9813,"Sexual propagation of arboloco Montanoa quadrangularis Schultz Bipontianus (Asteraceae)","2010",NULL,"1","15","37","48","1227483"
9032,"Silvopastoral Systems Enhance Soil Quality in Grasslands of Colombia","2014","10.1155/2014/359736",NULL,"2014","1","8","['1687-7667', '1687-7675']"
6519,"Simulación de arreglos agroforestales de cacao como una estrategia de diagnóstico y planificación para productores","2013","10.21930/rcta.vol13_num2_art:249",NULL,NULL,NULL,NULL,"2500-5308 (e-issn)||0122-8706"
9423,"Simulation of the Thermal and Aerodynamic Behavior of an Established Screenhouse under Warm Tropical Climate Conditions: A Numerical Approach","2020","10.18280/ijsdp.150409","4","15","487","499","['1743-7601', '1743-761X']"
10367,"Sistema de alerta temprana ante eventos climáticos extremos como medida adaptación y mitigación al cambio climático","2017",NULL,"9","5","126","134","2314-0925"
6383,"Sistema de apoyo a la toma de decisiones para la selección de especies forrajeras (STDF) en función de la oferta ambiental en Colombia","2013","10.21930/rcta.vol14_num2_art:483",NULL,NULL,NULL,NULL,"2500-5308 (e-issn)||0122-8706"
4122,"Sistemas agropastoriles para la Altillanura","1998",NULL,"7","5","45","49",NULL
10132,"Sistemas regionales de innovación agroalimentarios de Colombia: un análisis factorial y de clúster para la industria","2019","10.11144/javeriana.cdr16-84.sria","84","16",NULL,NULL,"['2215-7727', '0122-1450']"
10151,"Sistemas silvopastoriles: mitigación de gases de efecto invernadero, bosque seco tropical - Colombia","2021","10.15517/am.v32i3.43313",NULL,"32","901","919","['2215-3608', '1021-7444']"
9424,"Site-specific intra-annual rainfall patterns: a tool for agricultural planning in the Colombian sugarcane production zone","2021","10.1007/s00704-021-03755-1","1-feb","146","543","554","['0177-798X', '1434-4483']"
9814,"Social and financial capital in cattle technology adoption for high elevation Andean rural areas in Colombia","2013",NULL,"2","14","149","163",NULL
9425,"Social personality in sheep: Can social strategies predict individual differences in cognitive abilities, morphology features, and reproductive success?","2019","10.1016/j.jveb.2019.03.005",NULL,"31","82","91","['1558-7878']"
10386,"Socioeconomic and Technological Characterization of Yam (Dioscorea sp) Farming in the Colombian Caribbean Region","2021",NULL,"2","25","7","34","0188-7890"
9426,"Socio-economic and technological typology of avocado cv. Hass farms from Antioquia (Colombia)","2020","10.1590/0103-8478cr20190188","7","50","1","1","['1678-4596', '0103-8478']"
9815,"Socio-economic characterization of the production systems in the Caribbean region of La Mojana, Colombia","2013",NULL,"2","14","165","185",NULL
10187,"Socio-technological characterization of phytosanitary management in vitis labrusca in the department of Valle del Cauca, Colombia","2020",NULL,"1","8","53","58","2415-2862"
9427,"Soil compaction, root system and productivity of sugarcane under different row spacing and controlled traffic at harvest","2019","10.1016/j.still.2018.11.015",NULL,"187","60","71","['0167-1987']"
9428,"Soil ecosystem services and land use in the rapidly changing Orinoco River Basin of Colombia","2014","10.1016/j.agee.2013.12.020",NULL,"185","106","117","['0167-8809']"
9429,"Soil Fertility Improvement by Litter Decomposition and Inoculation with the Fungus <i>Mortierella</i> sp. in Avocado Plantations of Colombia","2018","10.1080/00103624.2017.1417420","2","49","139","147","['0010-3624', '1532-2416']"
9430,"Soil mesofauna in consolidated land use systems: how management affects soil and litter invertebrates","2019","10.1590/1678-992x-2017-0139","2","76","165","171","['1678-992X']"
9431,"Soil Moisture Analysis by Means of Multispectral Images According to Land Use and Spatial Resolution on Andosols in the Colombian Andes","2020","10.3390/app10165540","16","10","5540",NULL,"['2076-3417']"
9432,"Soil organic carbon, physical fractions of the macro-organic matter, and soil stability relationship in lacustrine soils under banana crop","2021","10.1371/journal.pone.0254121","7","16","e0254121",NULL,"['1932-6203']"
9433,"Soil physical properties and sugarcane root growth in a red oxiso","2012","10.1590/s0100-06832012000100007","1","36","63","70","['0100-0683']"
9434,"Soil sterilization, pathogen and antagonist concentration affect biological control of Fusarium wilt of cape gooseberry by Bacillus velezensis Bs006","2018","10.1007/s11104-018-3866-4","1-feb","435","39","55","['0032-079X', '1573-5036']"
9435,"Soil: the great connector of our lives now and beyond COVID-19","2020","10.5194/soil-6-541-2020","2","6","541","547","['2199-398X']"
10096,"Solubilización de fosfatos por bacterias del género Burkholderia aisladas de oxisoles de la altillanura colombiana","2021","10.21930/rcta.vol22_num2_art:1897","2","22",NULL,NULL,"['2500-5308', '0122-8706']"
6203,"Some studies on allelopathy of Rumex crispus L. and Polygonum segetum HBK., in Colombia||Algunos estudios de alelopatía de Rumex crispus L. y Polygonum segetum HBK., en Colombia.","2003",NULL,NULL,NULL,NULL,NULL,NULL
4912,"Sonda oro-ruminal experimental como alternativa para la obtención de microorganismos anaeróbicos del rumen.","2005",NULL,"1",NULL,"39","42",NULL
6503,"Sostenibilidad ambiental de la producción de quinua (Chenopodium quinoa Willd.) en los valles interandinos del Perú","2020",NULL,"3","21","1","17",NULL
10451,"Sources and rates of nitrogen on the nutrition and productive performance of determinate growth habit snap bean","2021","10.5747/ca.2021.v17.n3.a439","3","17","52","58","1809-8215"
9436,"Sowing Density Effects in Cotton Yields and Its Components","2019","10.3390/agronomy9070349","7","9","349",NULL,"['2073-4395']"
4734,"Soyica Ariari-1, variedad mejorada de soya (Glicine max (L) Merril)para suelos de vega del Piedemonte Llanero","1990",NULL,"1","25","53","61","0018-8794"
9437,"Spatial analysis of soil physical properties in the Suárez river watershed, Boyacá - Santander (Colombia), using principal component analysis","2021","10.18004/investig.agrar.2021.junio.2301657","1","23","8","16","['2305-0683']"
9438,"Spatial and temporal population dynamics of male and female Aedes albopictus at a local scale in Medellín, Colombia","2021","10.1186/s13071-021-04806-2","1","14",NULL,NULL,"['1756-3305']"
9439,"Spatial and temporal variability of soil and plant attributes after application of cellulose residue","2018","10.5039/agraria.v13i4a5598","4","13","1","9","['1981-0997']"
9440,"Spatial distribution of avocado branch dieback and wilting (ABDW) vectored by ambrosia beetles in the Caribbean South America","2020","10.1007/s40858-020-00352-x","4","45","363","375","['1983-2052']"
9441,"Species delimitation in asexual insects of economic importance: The case of black scale (Parasaissetia nigra), a cosmopolitan parthenogenetic pest scale insect","2017","10.1371/journal.pone.0175889","5","12","e0175889",NULL,"['1932-6203']"
9442,"Sperm Behavior and Response to Melatonin under Capacitating Conditions in Three Sheep Breeds Subject to the Equatorial Photoperiod","2021","10.3390/ani11061828","6","11","1828",NULL,"['2076-2615']"
9443,"Sperm quality and seminal plasma proteins in three sheep breeds under high altitude and tropical conditions","2018","10.5424/sjar/2018162-12882","2","16","e0403",NULL,"['2171-9292']"
9444,"Spittlebug damage on tropical grass and its impact in pasture-based beef production systems","2020","10.1038/s41598-020-67490-9","1","10",NULL,NULL,"['2045-2322']"
10225,"Split fertilization as a strategy to reduce the amount of fertilizer applied in potato crops form Colombia. Case of study","2020","10.17584/rcch.2020v14i2.10523","2","14","240","248","2422-3719"
9445,"Spodoptera frugiperda multiple nucleopolyhedrovirus as a potential biological insecticide: Genetic and phenotypic comparison of field isolates from Colombia","2011","10.1016/j.biocontrol.2011.04.009","2","58","113","120","['1049-9644']"
9729,"Spodoptera frugiperda Nucleopolyhedrovirus Sf NPV003: Compatibility with agrochemicals and storage stability","2014",NULL,"2","15","219","228",NULL
9446,"Spray drying experiments and CFD simulation of guava juice formulation","2020","10.1080/07373937.2019.1708382","4","39","450","465","['0737-3937', '1532-2300']"
9817,"Stability of formulations based on granulovirus for controlling Tecia solanivora (Lepidoptera: Gelechiidae) in the field","2011",NULL,"1","37","27","35","1200488"
9818,"Standardization of genetic transformation protocols in Escherichia coli and Agrobacterium tumefaciens for the generation of a collection of gene constructs","2018",NULL,"2","9","9","16",NULL
10458,"Status of Gastrointestinal Nematode Infections and Associated Epidemiological Factors in Sheep From Córdoba, Colombia","2021","10.21203/rs.3.rs-726472/v1",NULL,NULL,"11",NULL,NULL
9447,"Steroidogenic, Metabolic, and Immunological Markers in Dairy Cows Diagnosed With Cystic Ovarian Follicles at Early and Mid-Late Lactation","2019","10.3389/fvets.2019.00324",NULL,"6",NULL,NULL,"['2297-1769']"
9448,"Strategic supplementation of growing cattle on tropical pastures improves nutrient use and animal performance, with fewer days required on the finishing phase","2021","10.1071/an20005","5","61","480","480","['1836-0939']"
9819,"Strepsicrates smithiana (Walsingham, 1891), Psidium guajava Leaf-roller: Identification, Damage and Life Cycle","2015",NULL,"2","16","279","292",NULL
9449,"Stress responses of tomato protoplasts to copper and paraquat","2011","10.1590/s1982-56762011000200003","2","36","81","88","['1982-5676']"
9820,"Studies of animal behavior in sheep and goats under grazing systems in colombia","2021",NULL,"1","74","S94","S96","3042847"
9451,"Study of the genetic diversity of cocoa populations (Theobroma cacao L.) of Martinique (FWI) and potential for processing and the cocoa industry","2020","10.1007/s10722-020-00953-0","8","67","1969","1979","['0925-9864', '1573-5109']"
9453,"Study of the physical and chemical changes during the maturation of three cocoa clones, EET8, CCN51, and ICS60","2019","10.1002/jsfa.9882","13","99","5910","5917","['0022-5142', '1097-0010']"
9454,"Study of the sweet chili pepper (Capsicum chinense) production system in the Caribbean region of Colombia: a technological and socio-economic perspective","2021","10.15446/acag.v70n1.86295","1","70","42","48","['2323-0118', '0120-2812']"
9455,"Substrates for storing entomopathogenic nematodes (Rhabditida: Steinernematidae, Heterorhabditidae)","2010","10.1590/s0103-90162010000300013","3","67","342","347","['0103-9016']"
9456,"SUBSTRATES, SEEDLING AGE AND ENVIRONMENT IN THE INITIAL GROWTH OF Cariniana pyriformis Miers","2020","10.5380/rf.v50i2.62666","2","50","1287","1287","['1982-4688', '0015-3826']"
9457,"Successional colonization of perennial ryegrass by rumen bacteria","2013","10.1111/lam.12033","3","56","186","196","['0266-8254']"
9822,"Sugar apple (Annona squamosa L., Annonaceae) seed germination: Morphological and anatomical changes","2013",NULL,"2","31","176","183","1209965"
9873,"Sugar apple (Annona squamosa L.) seed germination affected by the application of gibberellins","2016","10.15446/agron.colomb.v34n1.53074","1","34","17","24","1209965"
9458,"Sugarcane scum as a novel substrate for rapid biogas production from the non-centrifugal cane sugar agribusiness sector in developing countries","2020","10.1016/j.biortech.2019.122364",NULL,"297","122364",NULL,"['0960-8524']"
9459,"Suitable climate for rubber trees affected by the South American Leaf Blight (SALB): Example for identification of escape zones in the Colombian middle Magdalena","2016","10.1016/j.cropro.2015.12.016",NULL,"81","99","114","['0261-2194']"
4701,"Suministro de forraje de Arachis pintoi, en la dieta de cuyes de levante y ceba.","1996",NULL,NULL,NULL,"71||71",NULL,"0018-8794"
